prompt,group_name,path,Prompt,subset,Challenge,Note
a_painting_of_black_and_white_checkerboard,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_painting_of_black_and_white_checkerboard/stabilityai/stable-diffusion-2/45.png,a painting of black and white checkerboard,Illustrations,Simple Detail,
a_painting_of_black_and_white_checkerboard,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_painting_of_black_and_white_checkerboard/stabilityai/stable-diffusion-2-1/19.png,a painting of black and white checkerboard,Illustrations,Simple Detail,
a_painting_of_black_and_white_vertical_stripes,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_painting_of_black_and_white_vertical_stripes/CompVis/stable-diffusion-v1-4/28.png,a painting of black and white vertical stripes,Illustrations,Simple Detail,
a_painting_of_black_and_white_vertical_stripes,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_painting_of_black_and_white_vertical_stripes/runwayml/stable-diffusion-v1-5/14.png,a painting of black and white vertical stripes,Illustrations,Simple Detail,
a_painting_of_black_and_white_vertical_stripes,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_painting_of_black_and_white_vertical_stripes/stabilityai/stable-diffusion-2/21.png,a painting of black and white vertical stripes,Illustrations,Simple Detail,
a_painting_of_black_and_white_vertical_stripes,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_painting_of_black_and_white_vertical_stripes/stabilityai/stable-diffusion-2-1/24.png,a painting of black and white vertical stripes,Illustrations,Simple Detail,
a_painting_of_black_and_white_with_a_red_border,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_painting_of_black_and_white_with_a_red_border/CompVis/stable-diffusion-v1-4/29.png,a painting of black and white with a red border,Illustrations,Simple Detail,
a_painting_of_black_and_white_with_a_red_border,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_painting_of_black_and_white_with_a_red_border/runwayml/stable-diffusion-v1-5/24.png,a painting of black and white with a red border,Illustrations,Simple Detail,
a_painting_of_black_and_white_with_a_red_border,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_painting_of_black_and_white_with_a_red_border/stabilityai/stable-diffusion-2/33.png,a painting of black and white with a red border,Illustrations,Simple Detail,
a_painting_of_black_and_white_with_a_red_border,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_painting_of_black_and_white_with_a_red_border/stabilityai/stable-diffusion-2-1/6.png,a painting of black and white with a red border,Illustrations,Simple Detail,
a_painting_of_black_and_white_with_a_red_flower_in_the_right_corner,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_painting_of_black_and_white_with_a_red_flower_in_the_right_corner/CompVis/stable-diffusion-v1-4/32.png,a painting of black and white with a red flower in the right corner,Illustrations,Fine-grained Detail,
a_painting_of_black_and_white_with_a_red_flower_in_the_right_corner,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_painting_of_black_and_white_with_a_red_flower_in_the_right_corner/runwayml/stable-diffusion-v1-5/28.png,a painting of black and white with a red flower in the right corner,Illustrations,Fine-grained Detail,
a_painting_of_black_and_white_with_a_red_flower_in_the_right_corner,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_painting_of_black_and_white_with_a_red_flower_in_the_right_corner/stabilityai/stable-diffusion-2/45.png,a painting of black and white with a red flower in the right corner,Illustrations,Fine-grained Detail,
a_painting_of_black_and_white_with_a_red_flower_in_the_right_corner,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_painting_of_black_and_white_with_a_red_flower_in_the_right_corner/stabilityai/stable-diffusion-2-1/27.png,a painting of black and white with a red flower in the right corner,Illustrations,Fine-grained Detail,
a_painting_of_street_in_Paris,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_painting_of_street_in_Paris/CompVis/stable-diffusion-v1-4/10.png,a painting of street in Paris,World Knowledge,Style & Format,
a_painting_of_street_in_Paris,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_painting_of_street_in_Paris/runwayml/stable-diffusion-v1-5/32.png,a painting of street in Paris,World Knowledge,Style & Format,
a_painting_of_street_in_Paris,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_painting_of_street_in_Paris/stabilityai/stable-diffusion-2/17.png,a painting of street in Paris,World Knowledge,Style & Format,
a_painting_of_street_in_Paris,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_painting_of_street_in_Paris/stabilityai/stable-diffusion-2-1/8.png,a painting of street in Paris,World Knowledge,Style & Format,
a_painting_of_ten_children_on_a_couch,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_painting_of_ten_children_on_a_couch/CompVis/stable-diffusion-v1-4/37.png,a painting of ten children on a couch,People,Style & Format,
a_painting_of_ten_children_on_a_couch,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_painting_of_ten_children_on_a_couch/runwayml/stable-diffusion-v1-5/42.png,a painting of ten children on a couch,People,Style & Format,
a_painting_of_ten_children_on_a_couch,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_painting_of_ten_children_on_a_couch/stabilityai/stable-diffusion-2/39.png,a painting of ten children on a couch,People,Style & Format,
a_painting_of_ten_children_on_a_couch,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_painting_of_ten_children_on_a_couch/stabilityai/stable-diffusion-2-1/7.png,a painting of ten children on a couch,People,Style & Format,
a_painting_of_the_Mona_Lisa_with_New_York_City_behind_her,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_painting_of_the_Mona_Lisa_with_New_York_City_behind_her/CompVis/stable-diffusion-v1-4/4.png,a painting of the Mona Lisa with New York City behind her,People,Style & Format,
a_painting_of_the_Mona_Lisa_with_New_York_City_behind_her,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_painting_of_the_Mona_Lisa_with_New_York_City_behind_her/runwayml/stable-diffusion-v1-5/36.png,a painting of the Mona Lisa with New York City behind her,People,Style & Format,
a_painting_of_the_Mona_Lisa_with_New_York_City_behind_her,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_painting_of_the_Mona_Lisa_with_New_York_City_behind_her/stabilityai/stable-diffusion-2/6.png,a painting of the Mona Lisa with New York City behind her,People,Style & Format,
a_painting_of_the_Mona_Lisa_with_New_York_City_behind_her,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_painting_of_the_Mona_Lisa_with_New_York_City_behind_her/stabilityai/stable-diffusion-2-1/17.png,a painting of the Mona Lisa with New York City behind her,People,Style & Format,
a_painting_of_the_Mona_Lisa_with_a_frown,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_painting_of_the_Mona_Lisa_with_a_frown/CompVis/stable-diffusion-v1-4/43.png,a painting of the Mona Lisa with a frown,People,Style & Format,
a_painting_of_the_Mona_Lisa_with_a_frown,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_painting_of_the_Mona_Lisa_with_a_frown/runwayml/stable-diffusion-v1-5/29.png,a painting of the Mona Lisa with a frown,People,Style & Format,
a_painting_of_the_Mona_Lisa_with_a_frown,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_painting_of_the_Mona_Lisa_with_a_frown/stabilityai/stable-diffusion-2/10.png,a painting of the Mona Lisa with a frown,People,Style & Format,
a_painting_of_the_Mona_Lisa_with_a_frown,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_painting_of_the_Mona_Lisa_with_a_frown/stabilityai/stable-diffusion-2-1/16.png,a painting of the Mona Lisa with a frown,People,Style & Format,
a_painting_of_the_food_of_china,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_painting_of_the_food_of_china/CompVis/stable-diffusion-v1-4/47.png,a painting of the food of china,Food & Beverage,Style & Format,DALL-E
a_painting_of_the_food_of_china,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_painting_of_the_food_of_china/runwayml/stable-diffusion-v1-5/28.png,a painting of the food of china,Food & Beverage,Style & Format,DALL-E
a_painting_of_the_food_of_china,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_painting_of_the_food_of_china/stabilityai/stable-diffusion-2/13.png,a painting of the food of china,Food & Beverage,Style & Format,DALL-E
a_painting_of_the_food_of_china,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_painting_of_the_food_of_china/stabilityai/stable-diffusion-2-1/49.png,a painting of the food of china,Food & Beverage,Style & Format,DALL-E
a_painting_of_the_mona_lisa_on_a_white_wall,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_painting_of_the_mona_lisa_on_a_white_wall/CompVis/stable-diffusion-v1-4/21.png,a painting of the mona lisa on a white wall,World Knowledge,Complex,
a_painting_of_the_mona_lisa_on_a_white_wall,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_painting_of_the_mona_lisa_on_a_white_wall/runwayml/stable-diffusion-v1-5/3.png,a painting of the mona lisa on a white wall,World Knowledge,Complex,
a_painting_of_the_mona_lisa_on_a_white_wall,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_painting_of_the_mona_lisa_on_a_white_wall/stabilityai/stable-diffusion-2/2.png,a painting of the mona lisa on a white wall,World Knowledge,Complex,
a_painting_of_the_mona_lisa_on_a_white_wall,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_painting_of_the_mona_lisa_on_a_white_wall/stabilityai/stable-diffusion-2-1/1.png,a painting of the mona lisa on a white wall,World Knowledge,Complex,
a_painting_of_the_skyline_of_New_York_City,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_painting_of_the_skyline_of_New_York_City/CompVis/stable-diffusion-v1-4/27.png,a painting of the skyline of New York City,World Knowledge,Style & Format,
a_painting_of_the_skyline_of_New_York_City,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_painting_of_the_skyline_of_New_York_City/runwayml/stable-diffusion-v1-5/12.png,a painting of the skyline of New York City,World Knowledge,Style & Format,
a_painting_of_the_skyline_of_New_York_City,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_painting_of_the_skyline_of_New_York_City/stabilityai/stable-diffusion-2/20.png,a painting of the skyline of New York City,World Knowledge,Style & Format,
a_painting_of_the_skyline_of_New_York_City,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_painting_of_the_skyline_of_New_York_City/stabilityai/stable-diffusion-2-1/1.png,a painting of the skyline of New York City,World Knowledge,Style & Format,
a_pair_of_brown_suede_shoes,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_pair_of_brown_suede_shoes/CompVis/stable-diffusion-v1-4/8.png,a pair of brown suede shoes,Artifacts,Quantity,
a_pair_of_brown_suede_shoes,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_pair_of_brown_suede_shoes/runwayml/stable-diffusion-v1-5/17.png,a pair of brown suede shoes,Artifacts,Quantity,
a_pair_of_brown_suede_shoes,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_pair_of_brown_suede_shoes/stabilityai/stable-diffusion-2/41.png,a pair of brown suede shoes,Artifacts,Quantity,
a_pair_of_brown_suede_shoes,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_pair_of_brown_suede_shoes/stabilityai/stable-diffusion-2-1/8.png,a pair of brown suede shoes,Artifacts,Quantity,
a_pair_of_glasses_under_a_computer_monitor,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_pair_of_glasses_under_a_computer_monitor/CompVis/stable-diffusion-v1-4/13.png,a pair of glasses under a computer monitor,Artifacts,Simple Detail,
a_pair_of_glasses_under_a_computer_monitor,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_pair_of_glasses_under_a_computer_monitor/runwayml/stable-diffusion-v1-5/7.png,a pair of glasses under a computer monitor,Artifacts,Simple Detail,
a_pair_of_glasses_under_a_computer_monitor,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_pair_of_glasses_under_a_computer_monitor/stabilityai/stable-diffusion-2/15.png,a pair of glasses under a computer monitor,Artifacts,Simple Detail,
a_pair_of_glasses_under_a_computer_monitor,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_pair_of_glasses_under_a_computer_monitor/stabilityai/stable-diffusion-2-1/19.png,a pair of glasses under a computer monitor,Artifacts,Simple Detail,
a_pair_of_headphones,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_pair_of_headphones/CompVis/stable-diffusion-v1-4/25.png,a pair of headphones,Artifacts,Basic,
a_pair_of_headphones,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_pair_of_headphones/runwayml/stable-diffusion-v1-5/7.png,a pair of headphones,Artifacts,Basic,
a_pair_of_headphones,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_pair_of_headphones/stabilityai/stable-diffusion-2/19.png,a pair of headphones,Artifacts,Basic,
a_pair_of_headphones,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_pair_of_headphones/stabilityai/stable-diffusion-2-1/35.png,a pair of headphones,Artifacts,Basic,
a_pair_of_headphones_dangling_from_a_tree_branch,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_pair_of_headphones_dangling_from_a_tree_branch/CompVis/stable-diffusion-v1-4/10.png,a pair of headphones dangling from a tree branch,Artifacts,Fine-grained Detail,
a_pair_of_headphones_dangling_from_a_tree_branch,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_pair_of_headphones_dangling_from_a_tree_branch/runwayml/stable-diffusion-v1-5/29.png,a pair of headphones dangling from a tree branch,Artifacts,Fine-grained Detail,
a_pair_of_headphones_dangling_from_a_tree_branch,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_pair_of_headphones_dangling_from_a_tree_branch/stabilityai/stable-diffusion-2/16.png,a pair of headphones dangling from a tree branch,Artifacts,Fine-grained Detail,
a_pair_of_headphones_dangling_from_a_tree_branch,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_pair_of_headphones_dangling_from_a_tree_branch/stabilityai/stable-diffusion-2-1/13.png,a pair of headphones dangling from a tree branch,Artifacts,Fine-grained Detail,
a_pair_of_headphones_on_a_guitar,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_pair_of_headphones_on_a_guitar/CompVis/stable-diffusion-v1-4/19.png,a pair of headphones on a guitar,Artifacts,Fine-grained Detail,
a_pair_of_headphones_on_a_guitar,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_pair_of_headphones_on_a_guitar/runwayml/stable-diffusion-v1-5/40.png,a pair of headphones on a guitar,Artifacts,Fine-grained Detail,
a_pair_of_headphones_on_a_guitar,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_pair_of_headphones_on_a_guitar/stabilityai/stable-diffusion-2/22.png,a pair of headphones on a guitar,Artifacts,Fine-grained Detail,
a_pair_of_headphones_on_a_guitar,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_pair_of_headphones_on_a_guitar/stabilityai/stable-diffusion-2-1/16.png,a pair of headphones on a guitar,Artifacts,Fine-grained Detail,
a_pair_of_headphones_on_a_pumpkin,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_pair_of_headphones_on_a_pumpkin/CompVis/stable-diffusion-v1-4/27.png,a pair of headphones on a pumpkin,Artifacts,Fine-grained Detail,
a_pair_of_headphones_on_a_pumpkin,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_pair_of_headphones_on_a_pumpkin/runwayml/stable-diffusion-v1-5/6.png,a pair of headphones on a pumpkin,Artifacts,Fine-grained Detail,
a_pair_of_headphones_on_a_pumpkin,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_pair_of_headphones_on_a_pumpkin/stabilityai/stable-diffusion-2/38.png,a pair of headphones on a pumpkin,Artifacts,Fine-grained Detail,
a_pair_of_headphones_on_a_pumpkin,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_pair_of_headphones_on_a_pumpkin/stabilityai/stable-diffusion-2-1/19.png,a pair of headphones on a pumpkin,Artifacts,Fine-grained Detail,
a_pair_of_headphones_on_a_statue_of_a_horse,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_pair_of_headphones_on_a_statue_of_a_horse/CompVis/stable-diffusion-v1-4/27.png,a pair of headphones on a statue of a horse,Artifacts,Fine-grained Detail,
a_pair_of_headphones_on_a_statue_of_a_horse,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_pair_of_headphones_on_a_statue_of_a_horse/runwayml/stable-diffusion-v1-5/24.png,a pair of headphones on a statue of a horse,Artifacts,Fine-grained Detail,
a_pair_of_headphones_on_a_statue_of_a_horse,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_pair_of_headphones_on_a_statue_of_a_horse/stabilityai/stable-diffusion-2/14.png,a pair of headphones on a statue of a horse,Artifacts,Fine-grained Detail,
a_pair_of_headphones_on_a_statue_of_a_horse,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_pair_of_headphones_on_a_statue_of_a_horse/stabilityai/stable-diffusion-2-1/32.png,a pair of headphones on a statue of a horse,Artifacts,Fine-grained Detail,
a_pair_of_matching_socks_with_cute_cats_on_them,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_pair_of_matching_socks_with_cute_cats_on_them/CompVis/stable-diffusion-v1-4/26.png,a pair of matching socks with cute cats on them,Artifacts,Quantity,
a_pair_of_matching_socks_with_cute_cats_on_them,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_pair_of_matching_socks_with_cute_cats_on_them/runwayml/stable-diffusion-v1-5/39.png,a pair of matching socks with cute cats on them,Artifacts,Quantity,
a_pair_of_matching_socks_with_cute_cats_on_them,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_pair_of_matching_socks_with_cute_cats_on_them/stabilityai/stable-diffusion-2/39.png,a pair of matching socks with cute cats on them,Artifacts,Quantity,
a_pair_of_matching_socks_with_cute_cats_on_them,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_pair_of_matching_socks_with_cute_cats_on_them/stabilityai/stable-diffusion-2-1/15.png,a pair of matching socks with cute cats on them,Artifacts,Quantity,
a_pair_of_shoes_on_a_tennis_racquet,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_pair_of_shoes_on_a_tennis_racquet/CompVis/stable-diffusion-v1-4/7.png,a pair of shoes on a tennis racquet,Artifacts,Fine-grained Detail,
a_pair_of_shoes_on_a_tennis_racquet,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_pair_of_shoes_on_a_tennis_racquet/runwayml/stable-diffusion-v1-5/29.png,a pair of shoes on a tennis racquet,Artifacts,Fine-grained Detail,
a_pair_of_shoes_on_a_tennis_racquet,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_pair_of_shoes_on_a_tennis_racquet/stabilityai/stable-diffusion-2/42.png,a pair of shoes on a tennis racquet,Artifacts,Fine-grained Detail,
a_pair_of_shoes_on_a_tennis_racquet,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_pair_of_shoes_on_a_tennis_racquet/stabilityai/stable-diffusion-2-1/35.png,a pair of shoes on a tennis racquet,Artifacts,Fine-grained Detail,
a_palm_tree_forest_in_front_of_the_Kremlin,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_palm_tree_forest_in_front_of_the_Kremlin/CompVis/stable-diffusion-v1-4/37.png,a palm tree forest in front of the Kremlin,World Knowledge,Fine-grained Detail,
a_palm_tree_forest_in_front_of_the_Kremlin,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_palm_tree_forest_in_front_of_the_Kremlin/runwayml/stable-diffusion-v1-5/41.png,a palm tree forest in front of the Kremlin,World Knowledge,Fine-grained Detail,
a_palm_tree_forest_in_front_of_the_Kremlin,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_palm_tree_forest_in_front_of_the_Kremlin/stabilityai/stable-diffusion-2/4.png,a palm tree forest in front of the Kremlin,World Knowledge,Fine-grained Detail,
a_palm_tree_forest_in_front_of_the_Kremlin,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_palm_tree_forest_in_front_of_the_Kremlin/stabilityai/stable-diffusion-2-1/46.png,a palm tree forest in front of the Kremlin,World Knowledge,Fine-grained Detail,
a_panda,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_panda/CompVis/stable-diffusion-v1-4/13.png,a panda,Animals,Basic,
a_panda,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_panda/runwayml/stable-diffusion-v1-5/0.png,a panda,Animals,Basic,
a_panda,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_panda/stabilityai/stable-diffusion-2/20.png,a panda,Animals,Basic,
a_panda,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_panda/stabilityai/stable-diffusion-2-1/21.png,a panda,Animals,Basic,
a_panda_bear_playing_ping_pong_using_a_blue_paddle_against_an_ostrich_using_a_red_paddle,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_panda_bear_playing_ping_pong_using_a_blue_paddle_against_an_ostrich_using_a_red_paddle/CompVis/stable-diffusion-v1-4/6.png,a panda bear playing ping pong using a blue paddle against an ostrich using a red paddle,Animals,Fine-grained Detail,
a_panda_bear_playing_ping_pong_using_a_blue_paddle_against_an_ostrich_using_a_red_paddle,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_panda_bear_playing_ping_pong_using_a_blue_paddle_against_an_ostrich_using_a_red_paddle/runwayml/stable-diffusion-v1-5/35.png,a panda bear playing ping pong using a blue paddle against an ostrich using a red paddle,Animals,Fine-grained Detail,
a_panda_bear_playing_ping_pong_using_a_blue_paddle_against_an_ostrich_using_a_red_paddle,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_panda_bear_playing_ping_pong_using_a_blue_paddle_against_an_ostrich_using_a_red_paddle/stabilityai/stable-diffusion-2/33.png,a panda bear playing ping pong using a blue paddle against an ostrich using a red paddle,Animals,Fine-grained Detail,
a_panda_bear_playing_ping_pong_using_a_blue_paddle_against_an_ostrich_using_a_red_paddle,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_panda_bear_playing_ping_pong_using_a_blue_paddle_against_an_ostrich_using_a_red_paddle/stabilityai/stable-diffusion-2-1/0.png,a panda bear playing ping pong using a blue paddle against an ostrich using a red paddle,Animals,Fine-grained Detail,
a_panda_bear_with_aviator_glasses_on_its_head,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_panda_bear_with_aviator_glasses_on_its_head/CompVis/stable-diffusion-v1-4/15.png,a panda bear with aviator glasses on its head,Animals,Imagination,
a_panda_bear_with_aviator_glasses_on_its_head,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_panda_bear_with_aviator_glasses_on_its_head/runwayml/stable-diffusion-v1-5/40.png,a panda bear with aviator glasses on its head,Animals,Imagination,
a_panda_bear_with_aviator_glasses_on_its_head,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_panda_bear_with_aviator_glasses_on_its_head/stabilityai/stable-diffusion-2/41.png,a panda bear with aviator glasses on its head,Animals,Imagination,
a_panda_bear_with_aviator_glasses_on_its_head,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_panda_bear_with_aviator_glasses_on_its_head/stabilityai/stable-diffusion-2-1/38.png,a panda bear with aviator glasses on its head,Animals,Imagination,
a_panda_eating_bamboo,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_panda_eating_bamboo/CompVis/stable-diffusion-v1-4/39.png,a panda eating bamboo,Animals,Simple Detail,GLIDE
a_panda_eating_bamboo,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_panda_eating_bamboo/runwayml/stable-diffusion-v1-5/38.png,a panda eating bamboo,Animals,Simple Detail,GLIDE
a_panda_eating_bamboo,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_panda_eating_bamboo/stabilityai/stable-diffusion-2/36.png,a panda eating bamboo,Animals,Simple Detail,GLIDE
a_panda_eating_bamboo,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_panda_eating_bamboo/stabilityai/stable-diffusion-2-1/28.png,a panda eating bamboo,Animals,Simple Detail,GLIDE
a_parade_with_cars_and_people_waving,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_parade_with_cars_and_people_waving/CompVis/stable-diffusion-v1-4/13.png,a parade with cars and people waving,People,Quantity,
a_parade_with_cars_and_people_waving,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_parade_with_cars_and_people_waving/runwayml/stable-diffusion-v1-5/27.png,a parade with cars and people waving,People,Quantity,
a_parade_with_cars_and_people_waving,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_parade_with_cars_and_people_waving/stabilityai/stable-diffusion-2/48.png,a parade with cars and people waving,People,Quantity,
a_parade_with_cars_and_people_waving,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_parade_with_cars_and_people_waving/stabilityai/stable-diffusion-2-1/21.png,a parade with cars and people waving,People,Quantity,
a_paranoid_android_freaking_out_and_jumping_into_the_air_because_it_is_surrounded_by_colorful_Easter,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_paranoid_android_freaking_out_and_jumping_into_the_air_because_it_is_surrounded_by_colorful_Easter/CompVis/stable-diffusion-v1-4/12.png,a paranoid android freaking out and jumping into the air because it is surrounded by colorful Easter,,,
a_paranoid_android_freaking_out_and_jumping_into_the_air_because_it_is_surrounded_by_colorful_Easter,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_paranoid_android_freaking_out_and_jumping_into_the_air_because_it_is_surrounded_by_colorful_Easter/runwayml/stable-diffusion-v1-5/27.png,a paranoid android freaking out and jumping into the air because it is surrounded by colorful Easter,,,
a_paranoid_android_freaking_out_and_jumping_into_the_air_because_it_is_surrounded_by_colorful_Easter,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_paranoid_android_freaking_out_and_jumping_into_the_air_because_it_is_surrounded_by_colorful_Easter/stabilityai/stable-diffusion-2/32.png,a paranoid android freaking out and jumping into the air because it is surrounded by colorful Easter,,,
a_paranoid_android_freaking_out_and_jumping_into_the_air_because_it_is_surrounded_by_colorful_Easter,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_paranoid_android_freaking_out_and_jumping_into_the_air_because_it_is_surrounded_by_colorful_Easter/stabilityai/stable-diffusion-2-1/11.png,a paranoid android freaking out and jumping into the air because it is surrounded by colorful Easter,,,
a_peaceful_lakeside_landscape,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_peaceful_lakeside_landscape/CompVis/stable-diffusion-v1-4/26.png,a peaceful lakeside landscape,Outdoor Scenes,Simple Detail,
a_peaceful_lakeside_landscape,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_peaceful_lakeside_landscape/runwayml/stable-diffusion-v1-5/20.png,a peaceful lakeside landscape,Outdoor Scenes,Simple Detail,
a_peaceful_lakeside_landscape,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_peaceful_lakeside_landscape/stabilityai/stable-diffusion-2/7.png,a peaceful lakeside landscape,Outdoor Scenes,Simple Detail,
a_peaceful_lakeside_landscape,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_peaceful_lakeside_landscape/stabilityai/stable-diffusion-2-1/43.png,a peaceful lakeside landscape,Outdoor Scenes,Simple Detail,
a_peaceful_lakeside_landscape_with_migrating_herd_of_sauropods,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_peaceful_lakeside_landscape_with_migrating_herd_of_sauropods/CompVis/stable-diffusion-v1-4/18.png,a peaceful lakeside landscape with migrating herd of sauropods,Outdoor Scenes,Imagination,
a_peaceful_lakeside_landscape_with_migrating_herd_of_sauropods,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_peaceful_lakeside_landscape_with_migrating_herd_of_sauropods/runwayml/stable-diffusion-v1-5/36.png,a peaceful lakeside landscape with migrating herd of sauropods,Outdoor Scenes,Imagination,
